"id","Gender","isGenderNeutral","totalCommit","revExp","review_count","tenure"
"1473","0","0","5","7","0","33"
"1473","0","0","6","7","0","40"
"1510","0","1","1","0","0","1"
"1512","0","1","2","8","13","1"
"1514","0","1","1","0","0","1"
"1550","0","1","1","0","0","1"
"1586","0","1","1","2","0","1"
"1586","0","1","3","5","2","3"
"1586","0","1","4","10","0","7"
"1586","0","1","6","12","0","8"
"1586","0","1","7","19","0","18"
"1586","0","1","8","29","0","35"
"1586","0","1","9","30","0","46"
"1599","0","0","0","0","0","1"
"1599","0","0","1","1","0","8"
"1611","0","0","1","0","0","1"
"1636","0","1","1","2","0","1"
"1636","0","1","3","7","1","6"
"1636","0","1","4","11","0","10"
"1636","0","1","6","19","1","11"
"1636","0","1","7","25","0","12"
"1636","0","1","8","28","0","14"
"1636","0","1","9","31","0","15"
"1636","0","1","11","34","3","16"
"1636","0","1","12","38","0","17"
"1636","0","1","13","44","0","18"
"1636","0","1","18","48","1","19"
"1636","0","1","22","49","2","20"
"1636","0","1","25","55","0","22"
"1636","0","1","27","56","0","23"
"1636","0","1","33","65","4","27"
"1636","0","1","39","68","0","28"
"1636","0","1","40","72","0","32"
"1636","0","1","41","78","0","33"
"1636","0","1","45","80","1","35"
"1636","0","1","48","83","1","37"
"1636","0","1","49","84","0","38"
"1636","0","1","52","97","2","44"
"1636","0","1","52","115","0","67"
"1661","0","0","0","0","0","1"
"1714","0","0","0","0","0","1"
"1741","0","0","1","0","0","1"
"1760","0","0","1","0","0","1"
"1760","0","0","2","1","0","5"
"1760","0","0","3","2","0","17"
"1772","0","0","1","0","0","1"
"1773","0","0","1","0","0","1"
"1781","0","0","0","0","0","1"
"1781","0","0","1","0","0","18"
"1781","0","0","2","0","0","27"
"1864","0","0","0","1","0","1"
"1924","0","0","1","1","1","1"
"1941","0","0","1","1","0","1"
"1946","0","0","2","1","0","1"
"1946","0","0","3","4","0","4"
"2010","0","1","1","0","0","1"
"2025","0","0","0","0","0","1"
"2058","0","1","1","0","0","1"
"2094","1","0","1","1","1","1"
"2094","1","0","1","1","0","16"
"2114","0","0","0","0","0","1"
"2121","0","1","0","0","0","1"
"2121","0","1","1","2","0","10"
"2121","0","1","2","4","0","16"
"2121","0","1","3","4","0","18"
"2140","0","0","1","0","0","1"
"2147","0","0","1","1","0","1"
"2149","0","1","1","0","0","1"
"2159","0","0","1","1","1","1"
"2186","0","1","0","19","0","1"
"2186","0","1","2","30","1","9"
"2186","0","1","5","32","0","10"
"2186","0","1","7","38","0","11"
"2186","0","1","8","39","0","12"
"2186","0","1","9","44","0","17"
"2186","0","1","16","44","0","18"
"2186","0","1","24","46","1","19"
"2186","0","1","25","47","0","20"
"2186","0","1","26","48","0","22"
"2186","0","1","29","52","3","23"
"2186","0","1","35","57","5","24"
"2186","0","1","44","62","5","25"
"2186","0","1","49","67","2","26"
"2186","0","1","51","72","0","28"
"2186","0","1","53","74","1","29"
"2186","0","1","54","76","0","39"
"2229","0","0","1","0","0","1"
"2229","0","0","2","3","0","27"
"2229","0","0","4","5","1","30"
"2255","0","0","2","1","1","1"
"2258","0","0","1","1","1","1"
"2258","0","0","3","2","1","3"
"2258","0","0","1","0","0","5"
"2258","0","0","4","3","0","14"
"2258","0","0","5","3","0","20"
"2258","0","0","6","4","0","26"
"2401","0","0","2","3","6","1"
"2401","0","0","4","7","0","2"
"2401","0","0","5","13","0","4"
"2435","0","0","1","0","0","1"
"2504","0","0","1","1","0","1"
"2552","0","0","0","0","0","1"
"2584","0","1","1","1","0","1"
"2682","0","0","1","0","0","1"
"2727","0","1","0","0","0","1"
"2746","0","0","0","0","0","1"
"2822","0","0","1","0","0","1"
"2847","0","0","1","0","0","1"
"2964","0","1","1","0","0","1"
"2993","0","1","0","0","0","1"
"3020","0","0","1","1","1","1"
"3046","0","0","1","0","0","1"
"3104","0","1","2","2","1","1"
"3104","0","1","7","8","0","10"
"3127","0","1","1","0","0","1"
"3161","0","1","0","1","0","1"
"3164","0","0","2","1","2","1"
"3179","0","1","1","1","0","1"
"3179","0","1","3","2","0","2"
"3179","0","1","6","11","4","3"
"3187","0","0","0","1","0","1"
"3187","0","0","1","1","0","5"
"3215","0","1","1","0","0","1"
"3215","0","1","3","1","1","2"
"3215","0","1","2","0","0","6"
"3215","0","1","5","1","0","10"
"3215","0","1","5","2","0","52"
"3315","0","0","0","0","0","1"
"3341","0","1","1","0","0","1"
"3448","0","0","1","0","0","1"
"3467","0","1","0","0","0","1"
"3535","0","0","1","1","0","1"
"3595","0","1","0","0","0","1"
"3623","0","0","1","0","0","1"
"3623","0","0","2","0","0","4"
"3623","0","0","3","1","0","6"
"3626","0","0","1","0","0","1"
"3786","0","1","2","1","1","1"
"3837","0","0","1","0","0","1"
"3839","0","0","1","0","0","1"
"3850","0","0","1","1","0","1"
"3852","0","1","0","0","0","1"
"3876","0","0","0","0","0","1"
"3892","0","0","1","3","0","1"
"3892","0","0","2","4","0","7"
"3914","0","0","0","1","0","1"
"3914","0","0","1","1","0","4"
"3931","0","0","1","0","0","1"
"3937","0","0","2","0","0","1"
"3937","0","0","4","0","0","2"
"3937","0","0","4","0","0","12"
"3941","1","1","5","2","4","1"
"3941","1","1","9","11","0","2"
"3941","1","1","10","47","0","6"
"3941","1","1","13","102","8","11"
"3941","1","1","21","121","25","12"
"3941","1","1","28","145","8","13"
"3941","1","1","29","156","0","14"
"3941","1","1","30","167","0","16"
"3941","1","1","32","189","0","18"
"3941","1","1","34","198","1","19"
"3941","1","1","35","203","0","20"
"3941","1","1","36","222","0","22"
"3941","1","1","37","250","0","36"
"3969","0","0","0","0","0","1"
"4028","0","1","0","1","0","1"
"4131","0","1","1","0","0","1"
"4138","0","1","0","2","0","1"
"4138","0","1","1","3","0","11"
"4229","0","0","0","0","0","1"
"4260","0","1","1","0","0","1"
"4291","0","1","2","1","1","1"
"4291","0","1","3","1","0","19"
"4291","0","1","1","3","0","41"
"4291","0","1","2","6","0","56"
"4296","0","1","0","1","0","1"
"4370","0","1","0","0","0","1"
"4402","0","1","0","0","0","1"
"4415","0","0","1","0","0","1"
"4447","0","1","2","1","1","1"
"4466","0","1","3","0","0","1"
"4505","0","0","1","0","0","1"
"4509","0","0","1","0","0","1"
"4539","0","0","1","0","0","1"
"4577","0","1","0","0","0","1"
"4609","0","0","2","1","1","1"
"4609","0","0","4","3","0","12"
"4609","0","0","5","5","0","17"
"4609","0","0","6","6","0","24"
"4609","0","0","7","8","0","27"
"4609","0","0","8","9","0","28"
"4620","0","0","2","1","0","1"
"4635","0","0","2","0","0","1"
"4636","0","0","0","0","0","1"
"4657","0","0","1","11","0","1"
"4683","0","0","1","0","0","1"
"4722","0","1","0","0","0","1"
"4722","0","1","1","0","0","4"
"4797","0","0","5","2","2","1"
"4797","0","0","10","2","0","2"
"4797","0","0","15","2","0","3"
"4797","0","0","20","2","0","4"
"4797","0","0","22","3","0","12"
"4816","0","0","0","0","0","1"
"4834","0","0","0","0","0","1"
"4865","1","0","1","0","0","1"
"4895","0","0","1","0","0","1"
"4896","0","0","1","0","0","1"
"4942","0","1","1","0","0","1"
"4960","0","0","1","1","0","1"
"5005","0","1","8","7","16","1"
"5005","0","1","19","22","9","2"
"5005","0","1","31","36","12","3"
"5005","0","1","38","46","0","6"
"5132","0","1","0","1","0","1"
"5136","0","1","1","0","0","1"
"5136","0","1","3","2","1","3"
"5142","0","1","1","1","1","1"
"5168","0","0","0","0","0","1"
"5195","0","0","1","1","0","1"
"5268","0","0","1","6","0","1"
"5268","0","0","3","9","1","9"
"5274","0","0","1","0","0","1"
"5305","0","0","0","0","0","1"
"5309","0","0","0","0","0","1"
"5335","0","1","1","0","0","1"
"5338","0","1","0","0","0","1"
"5427","0","0","1","0","0","1"
"5440","0","1","2","2","2","1"
"5440","0","1","6","3","1","4"
"5445","0","1","4","0","0","1"
"5448","0","0","1","51","0","1"
"5448","0","0","3","78","0","7"
"5448","0","0","6","80","1","8"
"5448","0","0","9","81","0","9"
"5448","0","0","10","82","0","10"
"5448","0","0","11","83","0","11"
"5448","0","0","12","83","0","12"
"5448","0","0","13","85","0","14"
"5448","0","0","14","88","0","16"
"5448","0","0","15","90","0","18"
"5449","0","0","0","0","0","1"
"5449","0","0","1","1","0","10"
"5449","0","0","2","3","0","14"
"5449","0","0","3","3","0","18"
"5449","0","0","4","5","0","32"
"5449","0","0","5","5","0","35"
"5449","0","0","6","5","0","39"
"5463","0","1","0","3","0","1"
"5465","0","0","1","2","1","1"
"5471","0","0","1","0","0","1"
"5472","0","0","2","3","5","1"
"5472","0","0","4","5","0","2"
"5472","0","0","5","5","0","6"
"5476","0","1","7","4","4","1"
"5476","0","1","15","4","0","2"
"5476","0","1","17","6","0","3"
"5476","0","1","22","7","1","4"
"5476","0","1","26","7","0","5"
"5476","0","1","29","8","2","6"
"5476","0","1","34","10","1","7"
"5476","0","1","37","10","0","9"
"5478","0","1","2","0","0","1"
"5478","0","1","6","0","0","7"
"5478","0","1","9","0","0","8"
"5478","0","1","10","0","0","9"
"5478","0","1","2","0","0","13"
"5478","0","1","3","0","0","19"
"5478","0","1","11","0","0","21"
"5478","0","1","12","0","0","24"
"5478","0","1","4","1","0","25"
"5478","0","1","13","0","0","37"
"5478","0","1","13","0","0","44"
"5481","0","0","3","0","0","1"
"5481","0","0","5","0","0","4"
"5481","0","0","6","0","0","6"
"5481","0","0","7","0","0","7"
"5481","0","0","8","1","0","9"
"5514","0","1","0","0","0","1"
"5599","0","1","0","1","0","1"
"5599","0","1","1","3","0","6"
"5599","0","1","2","6","0","9"
"5601","0","1","1","0","0","1"
"5605","0","0","0","15","0","1"
"5615","0","1","0","1","0","1"
"5621","0","0","1","2","4","1"
"5621","0","0","2","4","0","3"
"5782","0","1","0","1","0","1"
"5799","0","1","0","0","0","1"
"5823","0","0","1","0","0","1"
"5957","0","1","3","1","0","1"
"5975","0","0","0","3","0","1"
"5980","0","0","1","1","0","1"
"6003","0","0","2","8","5","1"
"6075","0","0","0","0","0","1"
"6075","0","0","1","0","0","6"
"6075","0","0","2","0","0","8"
"6115","0","0","1","0","0","1"
"6159","0","0","9","2","4","1"
"6159","0","0","20","14","12","2"
"6159","0","0","24","19","0","3"
"6159","0","0","26","24","1","4"
"6159","0","0","31","28","1","5"
"6159","0","0","34","37","12","6"
"6159","0","0","39","50","13","7"
"6159","0","0","44","72","20","8"
"6159","0","0","48","80","1","9"
"6159","0","0","49","91","0","11"
"6159","0","0","50","94","0","12"
"6159","0","0","53","97","2","13"
"6246","0","0","1","12","0","1"
"6246","0","0","4","34","6","2"
"6246","0","0","7","81","0","8"
"6246","0","0","8","93","0","9"
"6262","0","0","2","1","1","1"
"6398","0","0","0","2","0","1"
"6424","0","0","0","0","0","1"
"6432","0","0","2","3","2","1"
"6442","0","0","1","0","0","1"
"6466","0","0","1","0","0","1"
"6495","0","1","1","1","0","1"
"6521","0","0","0","0","0","1"
"6559","0","0","1","0","0","1"
"6581","0","0","1","1","0","1"
"6581","0","0","2","2","0","2"
"6581","0","0","3","17","1","13"
"6581","0","0","7","20","0","14"
"6581","0","0","11","23","1","20"
"6581","0","0","13","25","0","28"
"6581","0","0","14","26","0","34"
"6581","0","0","15","26","0","47"
"6597","0","1","3","0","0","1"
"6611","0","1","1","64","0","1"
"6611","0","1","2","70","0","9"
"6611","0","1","4","70","0","10"
"6611","0","1","6","93","2","11"
"6611","0","1","7","105","0","14"
"6611","0","1","9","109","1","15"
"6695","0","0","1","0","0","1"
"6767","0","0","0","0","0","1"
"6781","0","0","5","2","1","1"
"6781","0","0","9","3","0","2"
"6781","0","0","10","5","0","4"
"6781","0","0","11","6","0","16"
"6781","0","0","12","7","0","17"
"6781","0","0","14","8","0","18"
"6781","0","0","18","9","5","19"
"6782","0","1","1","1","0","1"
"6782","0","1","3","1","0","3"
"6782","0","1","4","2","0","4"
"6782","0","1","5","3","0","5"
"6782","0","1","6","4","0","7"
"6782","0","1","8","4","0","14"
"6782","0","1","9","5","0","27"
"6824","0","0","1","0","0","1"
"6858","0","1","1","0","0","1"
"6901","0","0","0","3","0","1"
"6985","0","0","3","3","4","1"
"6985","0","0","8","7","0","2"
"6985","0","0","9","28","0","8"
"6995","0","0","1","0","0","1"
"7059","0","0","1","1","0","1"
"7077","0","1","1","0","0","1"
"7077","0","1","3","0","0","2"
"7077","0","1","4","10","0","15"
"7077","0","1","5","15","0","26"
"7077","0","1","5","21","0","77"
"7077","0","1","6","21","0","82"
"7086","0","0","1","0","0","1"
"7102","0","0","3","7","4","1"
"7102","0","0","5","25","7","5"
"7102","0","0","9","29","3","6"
"7102","0","0","18","38","11","7"
"7102","0","0","25","46","2","8"
"7102","0","0","30","49","0","9"
"7102","0","0","36","51","3","11"
"7102","0","0","43","53","2","12"
"7102","0","0","49","57","1","13"
"7134","0","0","1","1","1","1"
"7152","0","0","0","0","0","1"
"7181","0","1","1","1","0","1"
"7182","0","0","1","9","43","1"
"7204","0","1","0","2","0","1"
"7204","0","1","2","3","1","20"
"7210","0","0","0","0","0","1"
"7210","0","0","1","1","0","22"
"7212","0","0","3","1","1","1"
"7212","0","0","15","5","4","3"
"7212","0","0","27","7","0","4"
"7213","0","0","0","0","0","1"
"7231","0","1","2","1","0","1"
"7231","0","1","4","4","1","3"
"7231","0","1","9","9","11","4"
"7231","0","1","14","20","1","5"
"7231","0","1","19","33","6","7"
"7231","0","1","23","47","4","9"
"7231","0","1","24","55","0","10"
"7231","0","1","25","57","0","11"
"7231","0","1","26","63","0","12"
"7231","0","1","28","70","2","13"
"7231","0","1","30","71","0","14"
"7231","0","1","32","98","0","18"
"7231","0","1","33","108","0","20"
"7231","0","1","34","117","0","32"
"7231","0","1","35","134","0","40"
"7231","0","1","37","142","0","48"
"7238","0","0","3","0","0","1"
"7238","0","0","6","5","4","4"
"7238","0","0","7","7","0","28"
"7273","0","0","1","0","0","1"
"7273","0","0","2","1","0","22"
"7273","0","0","2","1","0","54"
"7281","0","1","0","3","0","1"
"7353","0","0","1","1","0","1"
"7480","0","0","4","1","1","1"
"7480","0","0","7","4","2","4"
"7480","0","0","9","5","0","14"
"7480","0","0","10","6","0","16"
"7480","0","0","11","7","0","17"
"7480","0","0","12","8","0","20"
"7480","0","0","13","8","0","27"
"7533","0","1","0","0","0","1"
"7535","0","0","5","0","0","1"
"7535","0","0","5","0","0","8"
"7535","0","0","7","4","0","11"
"7535","0","0","8","9","0","16"
"7535","0","0","10","9","0","32"
"7535","0","0","14","13","5","47"
"7535","0","0","19","19","4","48"
"7535","0","0","21","22","0","57"
"7535","0","0","23","25","1","58"
"7561","0","0","0","0","0","1"
"7574","0","0","1","1","0","1"
"7589","0","0","0","0","0","1"
"7604","0","0","0","0","0","1"
"7636","0","0","4","2","1","1"
"7648","0","0","2","29","7","1"
"7648","0","0","4","38","1","7"
"7648","0","0","5","41","0","8"
"7648","0","0","5","55","0","45"
"7648","0","0","7","63","5","64"
"7736","0","0","1","0","0","1"
"7799","0","0","1","0","0","1"
"7856","0","0","1","11","0","1"
"7879","0","0","3","4","8","1"
"7879","0","0","9","25","6","2"
"7879","0","0","14","44","9","6"
"7879","0","0","20","59","8","8"
"7879","0","0","24","68","0","9"
"7879","0","0","27","73","0","11"
"7879","0","0","28","77","0","12"
"7879","0","0","30","79","0","13"
"7879","0","0","34","87","12","15"
"7879","0","0","37","94","0","16"
"7879","0","0","38","100","0","17"
"7879","0","0","39","107","0","19"
"7879","0","0","42","111","1","20"
"7879","0","0","46","127","12","25"
"7879","0","0","52","138","0","26"
"7879","0","0","54","150","0","29"
"7884","0","0","1","0","0","1"
"7884","0","0","1","0","0","10"
"7987","0","0","0","1","0","1"
"8062","0","0","1","0","0","1"
"8066","0","0","1","1","0","1"
"8147","0","0","2","3","3","1"
"8147","0","0","4","4","0","6"
"8147","0","0","6","7","1","9"
"8147","0","0","7","11","0","12"
"8148","0","0","1","2","0","1"
"8150","0","0","1","3","0","1"
"8177","0","0","0","0","0","1"
"8209","0","0","1","0","0","1"
"8329","0","1","1","0","0","1"
"8335","0","0","1","2","0","1"
"8338","0","0","1","1","0","1"
"8339","0","0","0","0","0","1"
"8356","0","1","1","0","0","1"
"8416","0","0","1","0","0","1"
"8416","0","0","2","0","0","11"
"8418","0","1","1","0","0","1"
"8419","0","0","1","0","0","1"
"8420","0","0","2","0","0","1"
"8422","0","1","1","0","0","1"
"8425","0","0","2","0","0","1"
"8425","0","0","4","1","1","11"
"8425","0","0","5","3","0","12"
"8425","0","0","6","8","0","51"
"8426","0","0","2","2","0","1"
"8430","0","0","1","0","0","1"
"8431","0","0","1","1","0","1"
"8431","0","0","2","1","0","2"
"8432","0","0","1","1","0","1"
"8432","0","0","3","3","2","6"
"8451","0","1","1","0","0","1"
"8456","0","0","1","0","0","1"
"8459","0","0","1","0","0","1"
"8459","0","0","2","2","0","32"
"8516","0","0","0","0","0","1"
"8516","0","0","1","0","0","2"
"8564","0","0","2","0","0","1"
"8564","0","0","7","0","0","24"
"8564","0","0","11","2","0","25"
"8564","0","0","14","3","1","26"
"8583","0","0","1","0","0","1"
"8583","0","0","2","0","0","4"
"8679","1","1","3","1","0","1"
"8679","1","1","6","3","1","2"
"8679","1","1","9","7","1","3"
"8679","1","1","10","7","0","4"
"8679","1","1","12","8","1","5"
"8679","1","1","17","10","2","6"
"8679","1","1","22","12","1","7"
"8679","1","1","24","15","0","8"
"8679","1","1","27","19","2","9"
"8743","0","0","1","0","0","1"
"8754","0","0","1","0","0","1"
"8765","0","0","3","4","1","1"
"8769","0","1","3","1","0","1"
"8825","0","0","1","1","0","1"
"8881","0","1","0","0","0","1"
"8910","0","1","1","6","5","1"
"8910","0","1","4","15","1","3"
"8910","0","1","5","40","0","10"
"8910","0","1","6","43","0","12"
"8910","0","1","7","70","0","23"
"8910","0","1","8","75","0","26"
"8914","0","0","1","1","0","1"
"8918","0","0","1","0","0","1"
"8918","0","0","2","2","0","10"
"8918","0","0","5","11","1","41"
"8941","0","0","0","1","1","1"
"8942","0","1","1","0","0","1"
"8966","0","0","1","0","0","1"
"8968","0","0","2","1","0","1"
"8968","0","0","3","2","0","2"
"8968","0","0","4","2","0","4"
"8968","0","0","5","7","0","7"
"8968","0","0","6","10","0","11"
"8968","0","0","8","10","0","14"
"8971","0","0","2","1","0","1"
"8973","0","1","1","0","0","1"
"8973","0","1","1","0","0","2"
"8973","0","1","2","0","0","5"
"8973","0","1","4","0","0","7"
"8973","0","1","6","0","0","8"
"8973","0","1","7","0","0","9"
"8973","0","1","9","0","0","10"
"8973","0","1","12","0","0","12"
"8973","0","1","15","0","0","13"
"8973","0","1","5","0","0","18"
"8973","0","1","5","0","0","19"
"8973","0","1","6","0","0","28"
"8973","0","1","5","2","0","38"
"8973","0","1","8","0","0","41"
"8973","0","1","6","5","0","43"
"8973","0","1","9","0","0","45"
"8973","0","1","7","5","0","53"
"8973","0","1","9","5","0","56"
"8973","0","1","12","2","5","57"
"8973","0","1","13","5","0","58"
"8973","0","1","14","5","0","59"
"8978","0","0","1","0","0","1"
"8985","0","0","1","0","0","1"
"9011","0","0","1","0","0","1"
"9018","0","0","1","1","0","1"
"9065","0","0","0","0","0","1"
"9080","0","0","0","0","0","1"
"9087","0","0","3","1","0","1"
"9144","0","0","0","0","0","1"
"9173","0","0","0","0","0","1"
"9180","0","1","1","2","0","1"
"9183","0","0","3","0","0","1"
"9188","0","0","1","0","0","1"
"9188","0","0","2","0","0","3"
"9189","0","1","1","3","0","1"
"9215","1","0","0","0","0","1"
"9269","0","1","0","0","0","1"
"9308","0","0","1","0","0","1"
"9308","0","0","2","3","0","29"
"9311","0","0","1","0","0","1"
"9335","0","1","1","0","0","1"
"9385","0","1","2","3","2","1"
"9385","0","1","2","4","0","6"
"9385","0","1","4","6","1","21"
"9385","0","1","5","8","0","54"
"9385","0","1","6","9","0","57"
"9423","0","0","1","1","0","1"
"9426","0","0","1","0","0","1"
"9426","0","0","3","2","1","2"
"9426","0","0","4","4","0","4"
"9440","0","1","1","0","0","1"
"9489","0","0","2","1","1","1"
"9521","0","0","2","0","0","1"
"9536","0","0","0","0","0","1"
"9558","0","0","3","9","3","1"
"9558","0","0","7","20","2","3"
"9558","0","0","7","59","0","37"
"9558","0","0","9","77","3","52"
"9566","0","0","1","0","0","1"
"9748","0","0","1","0","0","1"
"9755","0","1","1","0","0","1"
"9798","0","0","0","0","0","1"
"9800","0","0","2","20","0","1"
"9800","0","0","3","24","0","2"
"9800","0","0","4","45","0","9"
"9821","0","1","2","4","1","1"
"9840","0","0","1","0","0","1"
"9858","0","0","1","1","0","1"
"9906","0","0","2","2","3","1"
"9918","0","0","1","0","0","1"
"9944","0","0","1","0","0","1"
"9958","0","0","1","0","0","1"
"9958","0","0","2","1","0","12"
"10024","0","0","1","1","0","1"
"10093","0","0","0","1","0","1"
"10213","0","0","2","1","0","1"
"10235","0","0","1","1","0","1"
"10235","0","0","2","1","0","19"
"10235","0","0","2","2","0","80"
"10235","0","0","3","2","0","82"
"10267","0","0","2","1","0","1"
"10267","0","0","3","1","0","9"
"10267","0","0","4","1","0","10"
"10267","0","0","5","1","0","14"
"10267","0","0","6","1","0","28"
"10267","0","0","7","4","0","61"
"10284","0","0","5","10","4","1"
"10300","0","0","2","1","1","1"
"10300","0","0","4","1","0","3"
"10300","0","0","7","1","0","4"
"10300","0","0","8","1","0","6"
"10300","0","0","9","3","0","15"
"10300","0","0","11","5","0","16"
"10334","0","0","2","1","1","1"
"10334","0","0","3","2","0","2"
"10472","0","1","1","2","0","1"
"10472","0","1","2","2","0","3"
"10472","0","1","3","2","0","4"
"10472","0","1","5","2","0","5"
"10472","0","1","7","4","1","8"
"10472","0","1","9","4","0","10"
"10472","0","1","11","6","0","12"
"10472","0","1","12","7","0","13"
"10478","0","0","1","0","0","1"
"10488","0","1","1","0","0","1"
"10513","0","0","0","1","0","1"
"10530","0","0","1","0","0","1"
"10584","0","0","0","0","0","1"
"10639","0","0","1","1","1","1"
"10672","0","0","1","4","0","1"
"10673","0","0","1","0","0","1"
"10728","0","0","13","9","20","1"
"10728","0","0","48","37","23","2"
"10728","0","0","87","69","39","3"
"10728","0","0","129","99","22","4"
"10728","0","0","178","131","36","5"
"10728","0","0","204","151","0","6"
"10738","0","0","2","0","0","1"
"10766","0","0","1","0","0","1"
"10788","1","0","2","1","1","1"
"10788","1","0","3","7","0","24"
"10840","0","0","2","1","1","1"
"10875","0","0","2","19","4","1"
"10875","0","0","3","39","0","8"
"10939","0","1","1","0","0","1"
"10962","0","0","1","0","0","1"
"10962","0","0","2","2","0","7"
"10962","0","0","3","5","0","8"
"10990","0","0","0","0","0","1"
"10996","0","0","1","0","0","1"
"10998","0","0","2","2","1","1"
"10999","0","0","1","2","0","1"
"11032","0","0","0","0","0","1"
"11079","0","0","1","2","0","1"
"11079","0","0","2","2","0","15"
"11152","0","1","1","0","0","1"
"11154","0","0","1","0","0","1"
"11154","0","0","2","0","0","3"
"11154","0","0","3","1","0","11"
"11235","0","1","2","0","0","1"
"11269","0","0","2","2","1","1"
"11295","0","0","2","0","0","1"
"11371","0","0","0","0","0","1"
"11371","0","0","2","0","0","6"
"11371","0","0","4","0","0","10"
"11461","0","0","0","0","0","1"
"11546","0","1","0","0","0","1"
"11572","0","0","0","1","0","1"
"11572","0","0","1","3","0","24"
"11572","0","0","2","4","0","35"
"11572","0","0","3","5","0","44"
"11609","0","0","1","0","0","1"
"11669","0","0","1","0","0","1"
"11669","0","0","1","1","0","9"
