"id","Gender","isGenderNeutral","totalCommit","revExp","review_count","tenure"
"1628","0","1","5","5","0","16"
"1628","0","1","8","9","2","17"
"1628","0","1","10","19","3","21"
"1628","0","1","12","34","7","23"
"1628","0","1","14","37","0","24"
"1628","0","1","15","40","0","25"
"1628","0","1","13","37","39","28"
"1628","0","1","19","70","3","34"
"1628","0","1","20","94","0","41"
"1628","0","1","21","103","0","45"
"1628","0","1","22","104","0","46"
"1628","0","1","23","105","0","47"
"1628","0","1","23","141","0","58"
"1628","0","1","25","181","2","70"
"1628","0","1","27","186","0","71"
"1635","0","1","0","0","0","1"
"1636","0","1","2","0","0","1"
"1636","0","1","2","1","0","3"
"1636","0","1","3","1","0","11"
"1636","0","1","4","7","0","15"
"1636","0","1","5","13","0","16"
"1636","0","1","7","24","0","17"
"1636","0","1","8","28","0","18"
"1636","0","1","10","67","23","21"
"1636","0","1","13","78","0","22"
"1636","0","1","14","129","0","25"
"1636","0","1","15","137","0","27"
"1636","0","1","16","165","0","29"
"1636","0","1","20","189","10","30"
"1636","0","1","23","198","1","31"
"1636","0","1","26","217","15","32"
"1636","0","1","31","250","12","34"
"1636","0","1","34","262","3","35"
"1636","0","1","36","287","17","37"
"1636","0","1","39","311","4","39"
"1636","0","1","45","330","23","40"
"1636","0","1","50","357","3","41"
"1636","0","1","55","369","3","42"
"1636","0","1","58","377","9","43"
"1636","0","1","61","391","0","44"
"1636","0","1","63","404","13","45"
"1636","0","1","67","435","2","47"
"1636","0","1","70","449","0","49"
"1636","0","1","74","453","0","52"
"1636","0","1","76","464","0","53"
"1636","0","1","77","474","0","54"
"1636","0","1","79","492","3","56"
"1636","0","1","82","507","12","57"
"1636","0","1","85","539","7","59"
"1636","0","1","86","574","0","88"
"1636","0","1","87","578","0","90"
"1636","0","1","89","584","1","95"
"1636","0","1","91","592","0","102"
"1636","0","1","92","593","0","104"
"1643","0","0","2","1","2","1"
"1662","0","0","7","12","23","1"
"1662","0","0","16","44","3","2"
"1662","0","0","26","70","31","3"
"1662","0","0","36","99","12","4"
"1662","0","0","44","123","15","5"
"1662","0","0","49","135","0","6"
"1663","0","0","1","0","0","1"
"1669","0","0","0","1","1","1"
"1714","0","0","1","0","0","1"
"1733","0","0","0","2","0","1"
"1738","0","0","0","0","0","1"
"1740","0","0","1","1","0","1"
"1753","0","0","1","0","0","1"
"1757","0","0","1","16","0","1"
"1757","0","0","2","82","0","7"
"1757","0","0","3","171","0","12"
"1757","0","0","4","360","0","18"
"1757","0","0","5","590","0","25"
"1757","0","0","6","627","0","29"
"1757","0","0","7","692","0","35"
"1757","0","0","9","727","9","37"
"1757","0","0","10","757","0","39"
"1757","0","0","11","776","0","40"
"1757","0","0","12","826","0","44"
"1757","0","0","13","988","4","56"
"1757","0","0","14","1024","0","58"
"1757","0","0","15","1050","0","60"
"1757","0","0","17","1075","5","61"
"1757","0","0","18","1115","0","65"
"1757","0","0","19","1144","0","66"
"1757","0","0","21","1184","8","69"
"1757","0","0","23","1229","0","73"
"1757","0","0","24","1358","0","79"
"1757","0","0","25","1427","0","82"
"1757","0","0","26","1454","0","84"
"1757","0","0","27","1459","0","85"
"1757","0","0","29","1497","10","87"
"1757","0","0","30","1538","0","96"
"1757","0","0","31","1592","0","99"
"1757","0","0","32","1686","0","104"
"1757","0","0","33","1724","0","106"
"1757","0","0","34","1736","0","107"
"1757","0","0","35","1760","0","109"
"1761","0","0","1","3","1","1"
"1779","0","0","0","3","0","1"
"1779","0","0","1","7","0","9"
"1779","0","0","3","8","0","12"
"1804","0","0","3","1","2","1"
"1804","0","0","7","5","1","2"
"1804","0","0","9","9","0","3"
"1804","0","0","12","12","0","4"
"1804","0","0","15","17","2","5"
"1804","0","0","26","24","10","6"
"1804","0","0","34","32","0","7"
"1804","0","0","36","39","0","10"
"1804","0","0","37","45","0","12"
"1804","0","0","40","56","12","13"
"1804","0","0","44","64","2","14"
"1804","0","0","46","69","0","17"
"1804","0","0","49","73","2","18"
"1831","0","0","1","0","0","1"
"1900","0","1","1","10","20","1"
"1912","0","0","1","0","0","1"
"1912","0","0","1","0","0","99"
"1934","0","0","11","34","85","1"
"1934","0","0","34","132","67","2"
"1934","0","0","56","188","46","3"
"1934","0","0","77","263","84","4"
"1934","0","0","94","344","78","5"
"1934","0","0","112","427","56","6"
"1934","0","0","126","484","50","7"
"1934","0","0","140","550","158","8"
"1934","0","0","154","748","58","9"
"1934","0","0","160","836","20","10"
"1934","0","0","165","884","56","11"
"1934","0","0","173","942","25","12"
"1934","0","0","185","1000","65","13"
"1934","0","0","199","1033","19","14"
"1934","0","0","3","0","0","17"
"1939","0","1","1","0","0","1"
"1945","0","0","1","0","0","1"
"1959","0","0","1","1","1","1"
"1959","0","0","2","2","0","4"
"1980","0","1","1","1","1","1"
"1985","0","1","0","0","0","1"
"1990","0","1","1","0","0","1"
"1990","0","1","2","0","0","15"
"1990","0","1","3","0","0","16"
"1990","0","1","4","0","0","17"
"1990","0","1","6","1","0","18"
"1990","0","1","7","1","0","26"
"2001","0","0","1","1","0","1"
"2010","0","1","2","1","1","1"
"2010","0","1","5","3","2","2"
"2010","0","1","7","7","0","16"
"2010","0","1","8","9","0","17"
"2010","0","1","9","11","0","20"
"2010","0","1","10","12","0","21"
"2025","0","0","1","1","1","1"
"2034","0","0","0","0","0","1"
"2056","0","0","1","0","0","1"
"2069","0","0","1","0","0","1"
"2075","0","0","5","25","29","1"
"2075","0","0","9","106","2","8"
"2081","0","0","1","0","0","1"
"2094","1","0","1","0","0","1"
"2096","0","1","0","0","0","1"
"2101","0","0","1","0","0","1"
"2102","0","0","2","1","1","1"
"2107","0","0","1","0","0","1"
"2107","0","0","2","1","0","2"
"2107","0","0","3","2","0","4"
"2114","0","0","1","0","0","1"
"2114","0","0","2","1","0","2"
"2114","0","0","3","10","0","22"
"2114","0","0","5","17","1","30"
"2114","0","0","8","21","5","31"
"2114","0","0","11","25","0","32"
"2114","0","0","12","27","0","33"
"2114","0","0","14","30","2","34"
"2114","0","0","16","34","4","35"
"2114","0","0","16","42","0","36"
"2114","0","0","17","46","0","57"
"2114","0","0","18","47","0","62"
"2114","0","0","19","48","0","89"
"2129","0","0","1","0","0","1"
"2129","0","0","1","0","0","48"
"2140","0","0","1","1","1","1"
"2140","0","0","3","1","0","15"
"2140","0","0","1","1","0","24"
"2148","0","0","2","3","1","1"
"2159","0","0","1","0","0","1"
"2164","0","0","1","1","0","1"
"2175","0","0","1","1","0","1"
"2181","0","0","0","0","0","1"
"2181","0","0","1","2","0","6"
"2181","0","0","2","3","0","8"
"2194","0","1","2","1","0","1"
"2194","0","1","2","16","0","25"
"2214","0","0","1","1","1","1"
"2223","0","0","1","0","0","1"
"2229","0","0","1","1","1","1"
"2229","0","0","2","0","0","5"
"2235","0","0","0","0","0","1"
"2237","0","1","1","0","0","1"
"2259","0","0","0","2","0","1"
"2262","0","0","3","2","2","1"
"2262","0","0","6","2","0","2"
"2285","0","0","1","0","0","1"
"2287","0","1","1","0","0","1"
"2287","0","1","2","2","0","4"
"2299","0","0","2","0","0","1"
"2301","0","0","1","2","1","1"
"2301","0","0","4","4","4","2"
"2301","0","0","12","10","2","3"
"2301","0","0","21","15","5","4"
"2301","0","0","29","20","7","5"
"2301","0","0","37","25","1","6"
"2301","0","0","47","26","1","7"
"2301","0","0","63","27","2","8"
"2301","0","0","73","30","4","9"
"2301","0","0","80","40","22","10"
"2301","0","0","88","60","2","11"
"2301","0","0","97","69","21","12"
"2301","0","0","107","86","8","13"
"2301","0","0","113","96","1","14"
"2301","0","0","118","106","7","15"
"2303","0","0","0","0","0","1"
"2339","0","0","2","0","0","1"
"2356","0","0","0","0","0","1"
"2398","0","1","2","1","1","1"
"2435","0","0","1","0","0","1"
"2465","0","0","1","1","2","1"
"2465","0","0","3","4","0","10"
"2466","0","0","0","1","0","1"
"2467","0","0","1","2","4","1"
"2486","0","1","1","0","0","1"
"2504","0","0","1","0","0","1"
"2595","0","1","1","1","0","1"
"2605","0","0","10","74","45","1"
"2605","0","0","30","119","34","2"
"2605","0","0","46","168","37","3"
"2605","0","0","58","216","48","4"
"2605","0","0","75","249","17","5"
"2605","0","0","90","265","12","6"
"2605","0","0","102","283","20","7"
"2605","0","0","118","309","49","8"
"2618","0","0","2","2","3","1"
"2618","0","0","2","0","0","13"
"2641","0","0","0","0","0","1"
"2641","0","0","1","4","0","20"
"2641","0","0","3","14","1","46"
"2641","0","0","4","19","0","57"
"2641","0","0","5","25","0","60"
"2641","0","0","6","28","0","61"
"2647","0","0","0","1","0","1"
"2658","0","0","1","2","0","1"
"2658","0","0","3","7","0","4"
"2682","0","0","1","0","0","1"
"2700","0","1","1","0","0","1"
"2721","0","0","1","1","0","1"
"2723","0","0","1","1","0","1"
"2738","0","1","1","0","0","1"
"2745","0","0","2","1","1","1"
"2745","0","0","5","2","0","4"
"2746","0","0","1","0","0","1"
"2746","0","0","1","1","0","33"
"2746","0","0","2","1","0","39"
"2746","0","0","3","2","0","40"
"2786","0","0","1","0","0","1"
"2803","0","0","0","0","0","1"
"2819","0","0","1","2","1","1"
"2822","0","0","0","0","0","1"
"2822","0","0","1","0","0","4"
"2868","0","0","1","0","0","1"
"2891","0","1","1","2","0","1"
"2891","0","1","2","2","0","2"
"2891","0","1","4","7","7","3"
"2891","0","1","7","12","2","4"
"2891","0","1","9","13","0","5"
"2891","0","1","11","14","2","6"
"2891","0","1","16","17","6","7"
"2891","0","1","20","23","0","8"
"2891","0","1","24","28","7","9"
"2891","0","1","29","35","5","10"
"2891","0","1","33","39","0","11"
"2893","0","0","1","1","0","1"
"2893","0","0","2","1","0","16"
"2904","0","1","1","1","1","1"
"2904","0","1","8","15","13","2"
"2904","0","1","19","32","18","3"
"2904","0","1","26","50","5","5"
"2904","0","1","29","75","21","6"
"2904","0","1","31","91","0","7"
"2904","0","1","34","135","1","10"
"2904","0","1","36","148","2","11"
"2904","0","1","37","150","0","12"
"2906","0","0","0","6","0","1"
"2943","0","0","0","0","0","1"
"2959","0","0","0","0","0","1"
"2966","0","0","0","0","0","1"
"2982","0","1","0","1","0","1"
"2983","0","0","1","0","0","1"
"2994","0","0","3","0","0","1"
"2994","0","0","5","1","0","2"
"3005","0","0","2","5","8","1"
"3005","0","0","4","14","0","25"
"3014","0","1","2","3","3","1"
"3017","0","0","1","0","0","1"
"3020","0","0","1","0","0","1"
"3046","0","0","1","1","1","1"
"3057","0","1","2","3","3","1"
"3057","0","1","4","11","0","2"
"3057","0","1","6","23","5","3"
"3057","0","1","10","39","9","5"
"3057","0","1","19","52","16","6"
"3057","0","1","29","68","9","7"
"3057","0","1","34","74","4","8"
"3057","0","1","39","87","9","9"
"3057","0","1","43","94","3","10"
"3057","0","1","48","105","13","11"
"3057","0","1","54","120","9","12"
"3057","0","1","57","137","2","13"
"3057","0","1","59","147","2","14"
"3057","0","1","61","157","5","15"
"3057","0","1","63","170","4","17"
"3057","0","1","65","192","5","18"
"3057","0","1","69","209","6","20"
"3057","0","1","73","238","6","23"
"3057","0","1","75","254","0","24"
"3057","0","1","76","262","0","25"
"3057","0","1","78","275","7","27"
"3057","0","1","82","291","8","28"
"3057","0","1","86","309","4","29"
"3057","0","1","88","320","8","30"
"3057","0","1","90","336","0","31"
"3057","0","1","93","351","12","32"
"3063","0","0","2","0","0","1"
"3080","0","0","1","0","0","1"
"3120","0","1","2","1","0","1"
"3121","0","0","0","11","0","1"
"3121","0","0","1","12","0","2"
"3144","0","1","1","0","0","1"
"3166","0","0","0","0","0","1"
"3181","0","0","0","0","0","1"
"3181","0","0","1","1","0","7"
"3187","0","0","0","0","0","1"
"3193","0","0","1","0","0","1"
"3204","0","0","1","0","0","1"
"3215","0","1","1","0","0","1"
"3215","0","1","2","0","0","2"
"3215","0","1","4","0","0","3"
"3215","0","1","5","0","0","10"
"3249","0","1","0","0","0","1"
"3258","0","1","0","0","0","1"
"3258","0","1","1","2","0","4"
"3261","0","0","1","0","0","1"
"3261","0","0","2","5","0","33"
"3267","0","1","0","1","0","1"
"3299","0","0","2","0","0","1"
"3299","0","0","3","0","0","7"
"3323","0","0","0","0","0","1"
"3341","0","1","0","0","0","1"
"3362","0","0","0","0","0","1"
"3443","0","0","1","0","0","1"
"3448","0","0","1","1","0","1"
"3480","0","0","1","2","0","1"
"3506","0","1","0","0","0","1"
"3506","0","1","1","1","0","4"
"3506","0","1","2","3","0","6"
"3506","0","1","6","8","6","8"
"3506","0","1","9","12","0","9"
"3506","0","1","10","14","0","15"
"3506","0","1","13","17","4","16"
"3568","0","1","1","1","0","1"
"3569","0","0","2","24","36","1"
"3569","0","0","5","10","3","2"
"3569","0","0","7","58","5","4"
"3569","0","0","9","64","0","9"
"3569","0","0","11","70","0","19"
"3569","0","0","13","80","8","20"
"3569","0","0","14","86","0","22"
"3569","0","0","15","88","0","46"
"3569","0","0","16","89","0","51"
"3575","0","1","1","0","0","1"
"3577","0","1","1","0","0","1"
"3622","0","1","1","1","0","1"
"3626","0","0","1","0","0","1"
"3642","0","0","1","0","0","1"
"3645","0","0","0","2","0","1"
"3655","0","0","1","0","0","1"
"3656","0","0","1","1","0","1"
"3668","0","1","0","0","0","1"
"3683","0","0","1","0","0","1"
"3690","0","1","0","1","0","1"
"3690","0","1","1","2","0","2"
"3690","0","1","2","7","0","8"
"3690","0","1","3","10","0","15"
"3697","0","0","1","0","0","1"
"3697","0","0","2","1","0","13"
"3741","0","0","1","1","0","1"
"3750","0","0","1","0","0","1"
"3750","0","0","1","1","0","11"
"3799","0","0","0","4","0","1"
"3820","0","1","0","0","0","1"
"3832","0","0","1","0","0","1"
"3834","0","0","1","0","0","1"
"3837","0","0","1","1","1","1"
"3837","0","0","1","1","0","31"
"3838","0","0","1","0","0","1"
"3847","0","0","1","0","0","1"
"3850","0","0","1","0","0","1"
"3856","0","0","0","1","2","1"
"3856","0","0","1","6","0","11"
"3856","0","0","2","8","0","28"
"3871","0","0","1","2","6","1"
"3871","0","0","2","6","0","4"
"3871","0","0","4","7","0","12"
"3873","0","1","0","0","0","1"
"3876","0","0","1","3","0","1"
"3877","0","1","2","1","0","1"
"3888","0","0","1","0","0","1"
"3916","0","1","0","0","0","1"
"3916","0","1","1","2","0","21"
"3920","0","1","1","0","0","1"
"3920","0","1","2","0","0","6"
"3920","0","1","3","0","0","7"
"3925","0","0","1","0","0","1"
"3926","0","0","1","1","0","1"
"3926","0","0","2","2","0","7"
"3927","0","0","2","10","36","1"
"3927","0","0","2","7","0","2"
"3927","0","0","4","9","1","6"
"3931","0","0","0","1","0","1"
"3932","0","0","1","0","0","1"
"3934","0","0","1","0","0","1"
"3969","0","0","1","0","0","1"
"3983","0","1","1","0","0","1"
"3987","0","0","1","0","0","1"
"3988","0","0","0","0","0","1"
"4017","0","1","1","2","1","1"
"4022","0","0","1","1","1","1"
"4022","0","0","3","1","0","2"
"4022","0","0","7","3","1","3"
"4022","0","0","11","8","4","4"
"4022","0","0","13","12","0","5"
"4063","0","0","1","0","0","1"
"4072","0","0","0","0","0","1"
"4077","0","0","0","0","0","1"
"4077","0","0","5","14","9","3"
"4077","0","0","10","18","0","4"
"4077","0","0","12","25","1","6"
"4077","0","0","13","26","0","7"
"4112","0","0","1","0","0","1"
"4120","0","1","0","0","0","1"
"4120","0","1","2","1","1","3"
"4120","0","1","3","4","0","16"
"4140","0","1","2","7","4","1"
"4141","0","1","0","0","0","1"
"4144","0","0","0","0","0","1"
"4146","0","0","1","0","0","1"
"4153","0","0","1","1","1","1"
"4198","0","0","1","5","0","1"
"4229","0","0","1","1","0","1"
"4229","0","0","2","2","0","34"
"4229","0","0","2","2","0","92"
"4273","0","1","0","0","0","1"
"4291","0","1","1","7","19","1"
"4294","0","0","1","0","0","1"
"4364","0","1","1","0","0","1"
"4387","0","0","1","2","1","1"
"4410","0","0","3","1","1","1"
"4410","0","0","5","1","0","3"
"4415","0","0","1","0","0","1"
"4447","0","1","1","1","0","1"
"4466","0","1","0","0","0","1"
"4476","0","1","1","1","2","1"
"4476","0","1","3","3","0","3"
"4491","0","1","0","1","0","1"
"4498","0","0","1","0","0","1"
"4512","0","0","1","0","0","1"
"4512","0","0","2","6","0","3"
"4517","0","1","2","1","0","1"
"4517","0","1","3","1","0","5"
"4517","0","1","4","2","0","6"
"4517","0","1","5","2","0","7"
"4517","0","1","6","3","0","9"
"4517","0","1","6","5","0","59"
"4517","0","1","7","5","0","62"
"4523","0","0","1","0","0","1"
"4524","0","0","1","3","0","1"
"4532","0","0","1","0","0","1"
"4539","0","0","1","1","0","1"
"4546","0","1","1","0","0","1"
"4551","0","0","0","24","0","1"
"4553","0","0","1","1","0","1"
"4577","0","1","2","3","5","1"
"4577","0","1","4","24","2","5"
"4577","0","1","5","20","32","6"
"4577","0","1","7","37","0","7"
"4577","0","1","10","44","7","8"
"4577","0","1","14","48","0","9"
"4577","0","1","6","8","1","10"
"4577","0","1","17","63","0","12"
"4577","0","1","18","63","0","13"
"4577","0","1","20","75","0","14"
"4577","0","1","21","82","0","17"
"4577","0","1","14","48","72","18"
"4577","0","1","23","86","1","19"
"4577","0","1","26","87","2","20"
"4577","0","1","8","13","0","21"
"4577","0","1","27","94","0","23"
"4577","0","1","10","16","0","26"
"4577","0","1","11","16","0","27"
"4577","0","1","12","18","0","28"
"4577","0","1","19","50","92","29"
"4577","0","1","30","120","2","31"
"4577","0","1","32","122","0","32"
"4577","0","1","33","125","0","33"
"4577","0","1","22","67","99","34"
"4577","0","1","22","61","99","35"
"4577","0","1","25","100","7","36"
"4577","0","1","32","131","35","37"
"4577","0","1","47","153","19","38"
"4577","0","1","42","169","32","39"
"4577","0","1","62","174","40","40"
"4577","0","1","65","199","50","41"
"4577","0","1","68","232","70","42"
"4577","0","1","77","240","99","43"
"4577","0","1","84","237","102","44"
"4577","0","1","88","262","118","45"
"4577","0","1","95","315","180","46"
"4577","0","1","99","287","208","47"
"4577","0","1","105","351","207","48"
"4577","0","1","107","337","226","49"
"4577","0","1","114","386","267","50"
"4577","0","1","119","402","285","51"
"4577","0","1","105","203","2","52"
"4577","0","1","118","373","338","53"
"4577","0","1","109","209","0","54"
"4577","0","1","116","304","377","55"
"4577","0","1","136","608","20","56"
"4577","0","1","129","430","441","57"
"4577","0","1","151","680","25","58"
"4577","0","1","158","712","12","59"
"4577","0","1","165","703","528","60"
"4577","0","1","178","756","22","61"
"4577","0","1","182","776","5","62"
"4577","0","1","183","799","0","63"
"4577","0","1","189","812","11","64"
"4577","0","1","198","833","13","65"
"4577","0","1","203","846","2","66"
"4577","0","1","206","870","10","67"
"4577","0","1","142","385","661","68"
"4577","0","1","219","873","689","69"
"4577","0","1","208","747","706","70"
"4577","0","1","224","845","744","71"
"4577","0","1","255","979","30","72"
"4577","0","1","262","946","806","73"
"4577","0","1","290","1041","17","74"
"4577","0","1","305","1076","32","75"
"4577","0","1","291","974","911","76"
"4577","0","1","277","888","929","77"
"4577","0","1","263","809","975","78"
"4577","0","1","299","953","1006","79"
"4577","0","1","308","970","1028","80"
"4577","0","1","303","948","1059","81"
"4577","0","1","386","1325","17","82"
"4577","0","1","397","1358","23","83"
"4577","0","1","411","1388","28","84"
"4577","0","1","424","1409","19","85"
"4577","0","1","439","1451","37","86"
"4577","0","1","454","1491","43","87"
"4577","0","1","463","1552","57","88"
"4577","0","1","475","1615","18","89"
"4577","0","1","491","1634","16","90"
"4577","0","1","500","1658","4","91"
"4577","0","1","505","1668","15","92"
"4577","0","1","510","1687","2","93"
"4577","0","1","512","1711","13","94"
"4577","0","1","518","1721","8","95"
"4577","0","1","526","1738","18","96"
"4577","0","1","534","1776","63","97"
